8.892787694931030273e-01,1.182421684265136719e+00,1.207792878150939941e+00,1.135702610015869141e+00,1.105298638343811035e+00,9.397515058517456055e-01,6.146480441093444824e-01,5.648314356803894043e-01,8.213199973106384277e-01,4.928872585296630859e-01,4.612036645412445068e-01,3.481902778148651123e-01,5.009049773216247559e-01,9.562432765960693359e-01,7.515330910682678223e-01,8.740865588188171387e-01,5.999099612236022949e-01,6.724060773849487305e-01,4.289276897907257080e-01,5.754268169403076172e-01,1.264471411705017090e-01,3.081464767456054688e-01,7.750120759010314941e-01,1.521008133888244629e+00,1.196923136711120605e+00,8.479011058807373047e-01,8.538450598716735840e-01,3.955320417881011963e-01,6.636773347854614258e-01,1.063431262969970703e+00
1.474341750144958496e-01,2.009904682636260986e-01,2.949479818344116211e-01,8.774756193161010742e-01,-2.770125269889831543e-01,8.406364917755126953e-01,7.399157285690307617e-01,5.359281599521636963e-02,3.606430590152740479e-01,2.689425051212310791e-01,-6.445367932319641113e-01,1.177274703979492188e+00,3.893800079822540283e-01,8.780661225318908691e-02,-1.630786061286926270e-01,3.098703324794769287e-01,-2.440652996301651001e-01,1.097985148429870605e+00,-7.068898528814315796e-03,3.551229834556579590e-01,-1.811565309762954712e-01,5.206186771392822266e-01,3.900845646858215332e-01,9.699540585279464722e-02,7.936936616897583008e-02,2.646755874156951904e-01,-6.623026728630065918e-02,-4.099066853523254395e-01,1.274066925048828125e+00,-2.585066296160221100e-02
-1.741232872009277344e-01,-3.430249691009521484e-01,-8.254485130310058594e-01,6.775289773941040039e-03,-3.580489456653594971e-01,-7.964152693748474121e-01,-7.487005740404129028e-02,-7.975188642740249634e-02,-9.512646198272705078e-01,-4.511771202087402344e-01,-1.133006215095520020e+00,3.112193048000335693e-01,-1.256355792284011841e-01,-5.109375715255737305e-01,-9.548471570014953613e-01,-1.786838471889495850e-01,-9.713933467864990234e-01,-6.263948082923889160e-01,-5.524733103811740875e-03,4.351944625377655029e-01,5.994755402207374573e-02,-8.962852954864501953e-01,1.434864848852157593e-01,-1.188589811325073242e+00,-4.076354205608367920e-01,-3.306515812873840332e-01,-7.258732318878173828e-01,-5.093482136726379395e-01,-2.598441243171691895e-01,4.065886139869689941e-01
-1.655520498752593994e-01,-1.013257727026939392e-01,-4.267480969429016113e-01,-4.884000122547149658e-02,-8.946830034255981445e-02,-3.756981194019317627e-01,-8.130018115043640137e-01,-1.341747283935546875e+00,-4.988004565238952637e-01,-1.147765874862670898e+00,3.744036257266998291e-01,-6.179228425025939941e-02,-9.451920390129089355e-01,6.437326967716217041e-02,-3.307743966579437256e-01,-7.627412080764770508e-01,3.419646322727203369e-01,-4.067067503929138184e-01,-4.718243144452571869e-03,-4.107570052146911621e-01,4.738887548446655273e-01,-6.390962600708007812e-01,-7.893089056015014648e-01,-7.193309068679809570e-01,1.324201226234436035e-01,-5.178773999214172363e-01,-1.545339375734329224e-01,-3.671891987323760986e-01,-6.881595253944396973e-01,5.063244104385375977e-01
-3.191182613372802734e-01,-5.796483755111694336e-01,2.750709652900695801e-01,3.747487068176269531e-01,3.050713054835796356e-02,6.044242978096008301e-01,-8.606271445751190186e-02,2.348581105470657349e-01,-7.941575646400451660e-01,-1.421061307191848755e-01,5.750518292188644409e-02,6.773428618907928467e-02,-1.460288166999816895e-01,8.525942564010620117e-01,-2.862139046192169189e-01,-1.898782849311828613e-01,1.127894967794418335e-01,4.155293479561805725e-02,1.064907431602478027e+00,3.302985429763793945e-01,1.020748313749209046e-04,7.488413248211145401e-04,-8.596424758434295654e-02,3.413732945919036865e-01,-1.840519458055496216e-01,-4.008252024650573730e-01,4.626666009426116943e-01,3.089410960674285889e-01,7.999785542488098145e-01,-8.079883456230163574e-01
3.503825068473815918e-01,7.456922531127929688e-01,-6.635431200265884399e-02,5.095722675323486328e-01,2.878374755382537842e-01,2.377557009458541870e-01,6.006818413734436035e-01,-1.296462118625640869e-01,-3.758659064769744873e-01,-2.222187817096710205e-01,-1.734514907002449036e-02,3.709740340709686279e-01,6.397596001625061035e-02,-1.940456032752990723e-01,6.231540441513061523e-01,-9.906361997127532959e-02,-1.478967964649200439e-01,2.100623548030853271e-01,8.169145882129669189e-02,1.122057661414146423e-01,1.593160331249237061e-01,1.171555817127227783e-01,4.429042935371398926e-01,5.834498405456542969e-01,-4.740393757820129395e-01,9.192042946815490723e-01,-2.377932146191596985e-02,5.716783404350280762e-01,-7.971680760383605957e-01,1.602809727191925049e-01
4.410672485828399658e-01,1.659309744834899902e+00,-3.667091429233551025e-01,1.888625174760818481e-01,8.331446647644042969e-01,3.606237173080444336e-01,8.053138256072998047e-01,2.502117455005645752e-01,8.987089991569519043e-01,1.156062960624694824e+00,-5.732402577996253967e-02,1.288249969482421875e+00,7.791048884391784668e-01,-3.925987984985113144e-03,1.122617840766906738e+00,1.435620784759521484e+00,8.276898860931396484e-01,5.947524309158325195e-01,7.593434453010559082e-01,8.949744105339050293e-01,7.350366711616516113e-01,6.064237356185913086e-01,1.182959198951721191e+00,6.370572745800018311e-02,9.039534926414489746e-01,2.098796963691711426e-01,8.442105054855346680e-01,3.396285176277160645e-01,-7.783322781324386597e-02,7.923734188079833984e-01
6.928284764289855957e-01,2.602089941501617432e-01,4.710222184658050537e-01,8.395602107048034668e-01,7.472851872444152832e-01,2.595895230770111084e-01,1.039479136466979980e+00,6.317926645278930664e-01,3.888757526874542236e-01,8.426283597946166992e-01,5.664847493171691895e-01,7.323204874992370605e-01,1.739282310009002686e-01,6.865535974502563477e-01,8.702700138092041016e-01,9.864527583122253418e-01,8.442793041467666626e-03,2.887167036533355713e-01,8.207604289054870605e-01,8.298254609107971191e-01,5.429663062095642090e-01,3.038400113582611084e-01,8.566710948944091797e-01,-3.823230415582656860e-02,3.234521448612213135e-01,8.824558258056640625e-01,6.680895090103149414e-01,8.060554862022399902e-01,-2.912895083427429199e-01,1.000917553901672363e+00
1.098710149526596069e-01,7.174482941627502441e-02,2.995681762695312500e-01,8.945218920707702637e-01,2.029893845319747925e-01,-5.130658671259880066e-02,5.210844278335571289e-01,1.070434093475341797e+00,8.281636834144592285e-01,5.575541853904724121e-01,5.801283717155456543e-01,7.876800894737243652e-01,9.095928817987442017e-02,7.142862677574157715e-01,-7.581602782011032104e-02,2.177112698554992676e-01,8.591852188110351562e-01,1.128159999847412109e+00,5.928193926811218262e-01,4.531214535236358643e-01,4.384439587593078613e-01,6.248928308486938477e-01,6.771583557128906250e-01,-1.067267730832099915e-01,3.490101099014282227e-01,3.254763782024383545e-01,-1.471439301967620850e-01,9.463449120521545410e-01,8.404784202575683594e-01,-4.599364101886749268e-01
-8.470200300216674805e-01,-9.073895215988159180e-02,3.359936177730560303e-02,4.207495227456092834e-02,2.382807992398738861e-02,6.582827568054199219e-01,-4.522704780101776123e-01,1.306803897023200989e-02,-5.136090144515037537e-02,5.833611264824867249e-02,3.615759313106536865e-02,-1.358225196599960327e-01,-5.998211726546287537e-02,-3.408362716436386108e-02,1.318343132734298706e-01,-7.510519623756408691e-01,-3.428542315959930420e-01,-2.002818509936332703e-02,-2.651600539684295654e-02,-7.397517561912536621e-02,-2.431306689977645874e-01,5.723942071199417114e-02,-2.054768428206443787e-02,2.317030876874923706e-01,7.573533654212951660e-01,3.552266061305999756e-01,8.356589078903198242e-01,3.125224113464355469e-01,-1.960718072950839996e-02,-6.107145547866821289e-02
-4.919727146625518799e-02,2.654931545257568359e-01,4.225887358188629150e-01,-9.721589088439941406e-02,7.212862968444824219e-01,3.185329586267471313e-02,3.728680312633514404e-01,-3.542123138904571533e-01,-3.770563378930091858e-02,-3.358419537544250488e-01,6.505893915891647339e-02,-1.988212168216705322e-01,-1.467754691839218140e-01,3.732806770130991936e-03,-6.363923847675323486e-02,4.774267673492431641e-01,6.359187364578247070e-01,2.843265235424041748e-01,-4.366769194602966309e-01,3.695322275161743164e-01,-2.996846139430999756e-01,-2.364133298397064209e-01,-1.632919460535049438e-01,3.144348859786987305e-01,3.157140612602233887e-01,-5.137982964515686035e-01,5.780193209648132324e-02,3.505624234676361084e-01,5.161513090133666992e-01,-1.599685996770858765e-01
7.656396627426147461e-01,6.991151571273803711e-01,7.114882469177246094e-01,7.742244601249694824e-01,3.432796299457550049e-01,1.465263664722442627e-01,1.558004915714263916e-01,2.413221448659896851e-01,4.863201379776000977e-01,8.432095050811767578e-01,1.133655607700347900e-01,3.213304579257965088e-01,1.798209697008132935e-01,1.936301738023757935e-01,9.857274889945983887e-01,9.023187160491943359e-01,-1.850654184818267822e-01,4.258018434047698975e-01,4.714435040950775146e-01,1.069666296243667603e-01,-2.987640798091888428e-01,2.900345027446746826e-01,-1.579765528440475464e-01,1.093963310122489929e-01,2.971625626087188721e-01,2.254804670810699463e-01,-4.735367596149444580e-01,2.802981138229370117e-01,4.114251136779785156e-01,2.250431925058364868e-01
