,Metric,Value
0,R2OMC_D_15,[0.9915000200271606]
1,R2OMC_D_15_runtime,[59.299141915000064]
2,R2OMC_D_5,[0.5034999847412109]
3,R2OMC_D_5_runtime,[51.867296975997306]
