-1.057637453079223633e+00,-1.501663804054260254e+00
4.506088197231292725e-01,1.499990463256835938e+00
1.971772432327270508e+00,1.098136067390441895e+00
1.689427137374877930e+00,1.557800769805908203e+00
-1.045514822006225586e+00,-9.075509309768676758e-01
8.788910508155822754e-01,9.842963814735412598e-01
8.118268251419067383e-01,1.264592289924621582e+00
1.129136085510253906e+00,8.652489185333251953e-01
1.406431198120117188e+00,8.153958320617675781e-01
-7.075554132461547852e-01,-1.325372695922851562e+00
-9.413743019104003906e-01,-1.270225524902343750e+00
-1.029515266418457031e+00,-1.207516074180603027e+00
7.194215655326843262e-01,9.860280156135559082e-01
1.016826868057250977e+00,7.770098447799682617e-01
8.080322742462158203e-01,1.460735678672790527e+00
5.504980683326721191e-01,1.223864078521728516e+00
1.579013347625732422e+00,1.086945652961730957e+00
-1.542337179183959961e+00,-8.376839160919189453e-01
1.166363358497619629e+00,6.888521909713745117e-01
-1.079135894775390625e+00,-4.083141386508941650e-01
5.253567099571228027e-01,1.088078260421752930e+00
1.013095140457153320e+00,1.477491259574890137e+00
-5.614952445030212402e-01,-9.662478566169738770e-01
-1.126956462860107422e+00,-9.839811921119689941e-01
-1.637537360191345215e+00,-9.619342088699340820e-01
-1.143902301788330078e+00,-1.018113732337951660e+00
1.491158127784729004e+00,1.146048188209533691e+00
-1.086838364601135254e+00,-1.855130553245544434e+00
-1.057411193847656250e+00,-1.443691253662109375e+00
7.237131595611572266e-01,3.213119804859161377e-01
-1.264693856239318848e+00,-1.081023454666137695e+00
1.260250329971313477e+00,7.175573706626892090e-01
-1.264904499053955078e+00,-1.174083113670349121e+00
7.064279317855834961e-01,8.654122352600097656e-01
-9.617403745651245117e-01,-7.786639332771301270e-01
-1.610387086868286133e+00,-5.401605367660522461e-01
1.328266501426696777e+00,1.123785972595214844e+00
1.078694939613342285e+00,8.706529736518859863e-01
1.676070213317871094e+00,5.124768018722534180e-01
8.206713795661926270e-01,1.301328897476196289e+00
1.057177305221557617e+00,1.335302472114562988e+00
1.118728518486022949e+00,1.609663724899291992e+00
7.788888812065124512e-01,9.308274984359741211e-01
-1.481795191764831543e+00,-7.011148929595947266e-01
7.638236284255981445e-01,1.855143904685974121e+00
2.834790050983428955e-01,9.226619005203247070e-01
-9.535820484161376953e-01,-1.410452961921691895e+00
9.526722431182861328e-01,9.531770944595336914e-01
-1.328485965728759766e+00,-8.387171030044555664e-01
5.302756428718566895e-01,1.219301104545593262e+00
1.110240817070007324e+00,7.833404541015625000e-01
1.082517623901367188e+00,1.085075259208679199e+00
-1.186554908752441406e+00,-1.668438315391540527e+00
1.031137943267822266e+00,9.392682313919067383e-01
-1.235572338104248047e+00,-1.161901950836181641e+00
7.767330408096313477e-01,1.224192857742309570e+00
7.605014443397521973e-01,1.211950302124023438e+00
-1.607399702072143555e+00,-8.520961999893188477e-01
-1.486133813858032227e+00,-3.305897116661071777e-02
-1.161217093467712402e+00,-9.524103403091430664e-01
9.567277431488037109e-01,1.070414781570434570e+00
1.083439707756042480e+00,1.325721144676208496e+00
-1.327808976173400879e+00,-8.800045847892761230e-01
-9.619653224945068359e-01,-1.368232965469360352e+00
1.418477058410644531e+00,1.399453639984130859e+00
-9.114520549774169922e-01,-1.218097329139709473e+00
1.003782629966735840e+00,8.861768245697021484e-01
-1.472728967666625977e+00,-8.463523387908935547e-01
-7.613383531570434570e-01,-1.580087065696716309e+00
-1.073217511177062988e+00,-7.340363860130310059e-01
9.421314597129821777e-01,9.459085464477539062e-01
1.119389772415161133e+00,1.179575800895690918e+00
9.878653883934020996e-01,1.457936048507690430e+00
-1.343940854072570801e+00,-7.584590315818786621e-01
1.122876405715942383e+00,1.037147521972656250e+00
8.126273751258850098e-01,9.461444616317749023e-01
1.042065262794494629e+00,1.029544234275817871e+00
