9.562960863113403320e-01,1.068539977073669434e+00
-8.831894993782043457e-01,-1.124998450279235840e+00
-8.298620581626892090e-01,-8.769443035125732422e-01
-1.065412998199462891e+00,-1.030672550201416016e+00
-9.890855550765991211e-01,-1.042856931686401367e+00
9.319021701812744141e-01,1.008198261260986328e+00
-9.032224416732788086e-01,-1.134528517723083496e+00
1.008465409278869629e+00,1.009456396102905273e+00
1.052104473114013672e+00,1.063250899314880371e+00
9.336416125297546387e-01,9.675599932670593262e-01
-9.645215272903442383e-01,-8.889734148979187012e-01
1.094296216964721680e+00,9.743895530700683594e-01
1.041101217269897461e+00,1.045211315155029297e+00
1.107170939445495605e+00,1.236937284469604492e+00
-1.288728713989257812e+00,-9.327525496482849121e-01
9.985238313674926758e-01,7.972058653831481934e-01
-8.946893215179443359e-01,-1.069789648056030273e+00
-9.956930875778198242e-01,-1.005829930305480957e+00
8.585438132286071777e-01,1.010527610778808594e+00
-1.037400484085083008e+00,-9.241185784339904785e-01
-1.179533004760742188e+00,-9.224672317504882812e-01
-6.823751330375671387e-01,-1.274487137794494629e+00
-1.137996196746826172e+00,-9.896214604377746582e-01
8.198338150978088379e-01,9.049714803695678711e-01
-9.570820331573486328e-01,-9.177365303039550781e-01
-8.680378198623657227e-01,-8.081158399581909180e-01
-1.201047301292419434e+00,-7.775523066520690918e-01
9.640400409698486328e-01,9.652640223503112793e-01
1.005321145057678223e+00,9.199300408363342285e-01
8.277582526206970215e-01,9.759614467620849609e-01
-1.028730988502502441e+00,-1.018815636634826660e+00
8.838668465614318848e-01,8.520490527153015137e-01
8.745548129081726074e-01,7.337266206741333008e-01
-8.571624159812927246e-01,-1.259709954261779785e+00
6.799161434173583984e-01,1.007035017013549805e+00
-1.260962724685668945e+00,-1.158560037612915039e+00
1.049115180969238281e+00,8.460476994514465332e-01
8.835809826850891113e-01,1.093211531639099121e+00
-8.350086212158203125e-01,-1.346741080284118652e+00
9.303494095802307129e-01,8.044155836105346680e-01
9.176077842712402344e-01,9.093246459960937500e-01
-1.150585293769836426e+00,-1.067559361457824707e+00
9.734444022178649902e-01,1.058591485023498535e+00
-9.211238026618957520e-01,-1.090409755706787109e+00
-6.792619824409484863e-01,-8.917112350463867188e-01
1.103699326515197754e+00,9.388253092765808105e-01
-8.793166279792785645e-01,-8.124340772628784180e-01
7.305863499641418457e-01,1.034667015075683594e+00
9.052333235740661621e-01,1.125359058380126953e+00
9.835400581359863281e-01,8.381478190422058105e-01
9.724887013435363770e-01,9.056090712547302246e-01
-1.145109176635742188e+00,-1.064025044441223145e+00
-1.015920162200927734e+00,-9.876704812049865723e-01
-8.791682124137878418e-01,-1.079524278640747070e+00
-1.235962390899658203e+00,-9.926223158836364746e-01
-1.484218597412109375e+00,-9.657079577445983887e-01
-9.389195442199707031e-01,-1.282539248466491699e+00
-1.220903038978576660e+00,-9.168943762779235840e-01
1.106510281562805176e+00,1.059379100799560547e+00
1.027111053466796875e+00,1.175567746162414551e+00
-8.049101233482360840e-01,-4.802966415882110596e-01
1.153908371925354004e+00,1.029000520706176758e+00
-1.138392806053161621e+00,-1.052372455596923828e+00
1.345142364501953125e+00,9.632260203361511230e-01
-1.194348454475402832e+00,-1.002353072166442871e+00
-9.131749868392944336e-01,-9.467305541038513184e-01
-1.157845020294189453e+00,-9.650037288665771484e-01
1.013167738914489746e+00,7.757349610328674316e-01
9.477341771125793457e-01,8.072060942649841309e-01
-9.745940566062927246e-01,-9.245938062667846680e-01
